Invoice Number,Date,Time,Internal Toy ID Number,Toy Item Number,Toy Company,Toy Name,Suggested Age,Price Per Toy,Units Sold,Total Line Revenue,Total COGS,Payment,Cashier ID,Member?,Coupon?,Purchaser Age,Parking Validation?
674286,12/20/2012,15:42,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,1,$5.95 ,$3.09 ,Mastercard,U.O.|880-3720,No,No,31,No
674286,12/20/2012,15:42,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Mastercard,U.O.|880-3720,No,No,31,No
674306,12/20/2012,12:37,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,4,$39.80 ,$20.68 ,Cash,A.U.|880-2167,Yes,No,24,No
674332,12/20/2012,15:12,L340/FS,340,Lego,Fire Trucks,6 and up,$34.95 ,4,$139.80 ,$79.68 ,Cash,D.W.|880-7199,No,No,37,No
674363,12/21/2012,9:21,L197/FS,199,Duplo,Scooter,4 and up,$4.95 ,2,$9.90 ,$5.04 ,Cash,V.W.|880-4523,No,No,18,No
674363,12/21/2012,9:21,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,1,$5.95 ,$3.09 ,Cash,V.W.|880-4523,No,No,18,No
674377,12/22/2012,8:25,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,1,$9.95 ,$4.48 ,Cash,D.S.|880-7532,No,No,30,Yes
674377,12/22/2012,8:25,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,1,$5.95 ,$3.09 ,Cash,D.S.|880-7532,No,No,30,Yes
674404,12/22/2012,12:22,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,2,$11.90 ,$6.18 ,Visa,L.W.|880-4986,No,No,34,Yes
674404,12/22/2012,12:22,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Visa,L.W.|880-4986,No,No,34,Yes
674410,12/22/2012,11:48,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,3,$29.85 ,$15.51 ,Cash,D.W.|880-7199,No,No,27,No
674410,12/22/2012,11:48,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Cash,D.W.|880-7199,No,No,27,No
674444,12/23/2012,16:10,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Mastercard,Y.P.|880-6894,Yes,No,30,No
674445,12/23/2012,15:45,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,1,$9.95 ,$4.48 ,Discover,W.B.|880-9647,No,No,56,No
674445,12/23/2012,15:45,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Discover,W.B.|880-9647,No,No,56,No
674481,12/24/2012,12:59,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Cash,Z.T.|880-7477,No,No,41,No
674524,12/24/2012,16:58,L196/AR,196,Lego,Antique Car,8 and up,$7.95 ,1,$7.95 ,$4.45 ,Mastercard,W.B.|880-9647,No,No,38,Yes
674560,12/25/2012,12:49,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Check,V.W.|880-8599,No,No,23,No
674575,12/25/2012,18:46,L197/FS,199,Duplo,Scooter,4 and up,$4.95 ,5,$24.75 ,$12.60 ,Cash,L.C.|880-6872,No,No,35,No
674624,12/25/2012,11:33,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,1,$5.95 ,$3.09 ,Cash,L.W.|880-4986,No,No,32,No
674655,12/25/2012,15:33,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,2,$19.90 ,$8.96 ,Mastercard,S.V.|880-5987,No,No,48,No
674655,12/25/2012,15:33,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Mastercard,S.V.|880-5987,No,No,48,No
